cliente_id,meses_como_cliente,compras_12m,dias_desde_ultima_compra,gasto_total_12m,ticket_medio,categoria_preferida,canal_preferido,pct_compras_com_cupom,abriu_email_mkt_pct,visitas_site_mes,chamados_suporte_12m,devolucoes_12m
C00794,5,4,52,410,40,mercado,app,0.214,0.349,2,0,1
C00795,49,24,14,3850,280,eletronicos,app,0.043,0.401,13,0,0
C00796,12,17,29,2820,30,mercado,app,0.77,0.33,2,0,2
C00797,3,4,98,880,308,eletronicos,loja,0.243,0.111,4,1,2
C00798,27,1,236,340,61,mercado,app,0.362,0.032,1,2,8
C00799,67,26,23,6890,233,mercado,site,0.143,0.566,9,2,1
C00800,22,14,24,980,36,moda,app,0.701,0.492,11,3,2
C00801,3,1,107,650,109,eletronicos,site,0.316,0.105,1,1,1
C00802,2,5,79,590,232,casa,site,0.011,0.084,5,1,0
C00803,36,23,4,1750,99,beleza,loja,0.974,0.168,11,5,5
C00804,1,1,50,550,116,moda,loja,0.134,0.25,2,0,0
C00805,3,3,47,230,113,moda,app,0.152,0.154,2,1,0
C00806,43,17,18,3500,334,eletronicos,app,0.01,0.691,14,1,0
C00807,3,11,33,930,135,moda,app,0.845,0.332,6,2,2
C00808,22,13,5,1250,131,moda,app,0.524,0.538,6,5,2
C00809,47,14,14,9000,473,casa,site,0.112,0.578,12,3,1
C00810,26,18,8,2530,89,beleza,site,0.651,0.149,11,2,3
C00811,58,18,19,11050,457,beleza,site,0.082,0.516,16,2,0
C00812,67,22,17,8590,472,eletronicos,site,0.088,0.537,18,0,0
C00813,1,3,87,560,179,moda,site,0.191,0.182,5,0,0
C00814,33,17,32,6860,479,casa,site,0.104,0.274,15,0,1
C00815,41,11,4,4880,386,eletronicos,site,0.116,0.599,24,1,2
C00816,19,18,7,7060,344,moda,site,0.086,0.665,26,1,1
C00817,13,9,2,1770,74,mercado,app,0.89,0.438,17,4,1
C00818,52,1,134,1420,133,eletronicos,loja,0.419,0.12,2,5,2
C00819,26,16,21,5150,292,casa,site,0.062,0.761,24,2,0
C00820,38,16,27,5540,120,mercado,loja,0.103,0.519,21,1,0
C00821,37,1,141,1040,67,mercado,app,0.378,0.078,1,3,7
C00822,17,24,50,2620,92,moda,app,0.631,0.318,6,5,1
C00823,39,0,133,610,57,moda,app,0.843,0.107,4,5,5
C00824,7,2,29,490,192,eletronicos,site,0.318,0.16,2,0,0
C00825,9,4,61,450,258,eletronicos,site,0.017,0.111,3,0,0
C00826,7,3,73,470,94,moda,site,0.24,0.08,6,1,0
C00827,45,19,1,2590,434,beleza,site,0.063,0.482,15,2,0
C00828,50,18,35,6300,370,casa,app,0.06,0.615,19,1,2
C00829,6,2,34,340,71,eletronicos,app,0.212,0.182,2,1,2
C00830,52,12,24,7910,298,eletronicos,site,0.092,0.662,9,0,0
C00831,48,21,17,8160,310,eletronicos,app,0.2,0.617,11,1,0
C00832,58,19,20,5240,257,mercado,site,0.077,0.644,24,1,1
C00833,44,0,209,400,190,casa,app,0.509,0.039,2,4,6
C00834,32,21,62,1490,113,mercado,app,0.814,0.355,2,3,3
C00835,4,5,116,570,265,moda,loja,0.068,0.22,2,1,0
C00836,9,17,4,1750,82,eletronicos,app,0.558,0.461,10,0,2
C00837,50,12,39,4650,292,beleza,app,0.042,0.691,29,0,0
C00838,4,1,106,860,170,mercado,app,0.149,0.151,6,1,0
C00839,1,1,5,430,105,casa,site,0.008,0.242,5,1,0
C00840,3,1,83,270,107,moda,loja,0.242,0.109,4,1,0
C00841,57,19,1,2870,327,moda,app,0.015,0.693,4,2,1
C00842,21,1,208,1350,153,moda,site,0.505,0.122,3,8,1
C00843,16,15,17,7790,421,eletronicos,app,0.006,0.193,13,1,2
C00844,31,15,59,840,126,moda,app,0.742,0.406,8,3,3
C00845,32,22,8,2030,94,mercado,app,0.896,0.351,15,4,0
C00846,35,14,23,2220,92,moda,app,0.849,0.33,9,2,6
C00847,4,3,46,250,147,mercado,app,0.199,0.244,5,1,1
C00848,3,1,14,550,136,mercado,loja,0.341,0.115,2,0,0
C00849,57,23,7,9640,231,eletronicos,app,0.113,0.834,14,0,1
C00850,45,17,1,9780,399,eletronicos,app,0.064,0.528,19,2,0
C00851,16,16,13,1810,110,moda,site,0.824,0.343,7,2,3
C00852,62,20,32,6990,342,casa,site,0.085,0.32,13,3,0
C00853,4,4,67,100,74,moda,site,0.273,0.132,4,1,1
C00854,22,9,22,1840,135,moda,loja,0.602,0.224,5,1,1
C00855,4,7,72,820,206,moda,loja,0.306,0.045,1,1,1
C00856,27,2,183,1180,230,moda,loja,0.602,0.004,4,7,6
C00857,28,11,33,2810,101,mercado,loja,0.526,0.389,2,0,2
C00858,4,3,31,370,236,mercado,site,0.356,0.227,2,1,1
C00859,27,16,36,2640,97,beleza,app,0.69,0.468,8,0,3
C00860,5,2,58,990,40,mercado,loja,0.302,0.083,0,1,0
C00861,38,0,151,1070,332,eletronicos,app,0.512,0.0,1,5,5
C00862,5,3,88,60,182,moda,site,0.206,0.118,2,0,0
C00863,34,22,26,7640,317,moda,app,0.169,0.55,24,0,0
C00864,48,22,31,5290,419,casa,app,0.126,0.592,21,0,1
C00865,28,22,2,9120,430,casa,app,0.02,0.349,11,2,1
C00866,3,4,54,430,63,eletronicos,site,0.419,0.123,4,1,0
C00867,17,4,220,80,173,beleza,site,0.9,0.017,1,1,3
C00868,5,3,51,220,386,mercado,site,0.093,0.083,1,0,0
C00869,4,6,60,610,110,moda,loja,0.205,0.207,6,0,1
C00870,36,1,117,380,127,mercado,app,0.24,0.058,1,7,6
C00871,3,30,36,940,95,casa,app,0.412,0.369,18,4,5
C00872,45,23,1,7580,402,eletronicos,app,0.093,0.649,14,2,1
C00873,18,12,42,2590,87,moda,loja,0.721,0.359,6,3,3
C00874,21,14,12,2270,47,moda,app,0.751,0.343,3,1,3
C00875,6,1,106,470,54,moda,app,0.186,0.042,2,1,1
C00876,47,10,14,9990,302,casa,app,0.052,0.516,4,0,0
C00877,24,22,24,2290,144,mercado,app,0.627,0.563,9,4,3
C00878,47,1,250,610,123,beleza,loja,0.447,0.0,0,3,2
C00879,31,5,16,1820,58,beleza,app,0.95,0.353,8,3,1
C00880,42,3,108,1130,175,mercado,loja,0.683,0.01,2,1,4
C00881,6,2,65,330,222,casa,loja,0.28,0.233,3,0,0
C00882,20,11,27,400,91,beleza,app,0.631,0.31,6,3,2
C00883,33,1,202,940,81,beleza,site,0.745,0.079,1,8,5
C00884,7,2,82,60,159,beleza,site,0.343,0.129,3,0,1
C00885,1,3,94,1290,123,eletronicos,loja,0.238,0.176,5,1,1
C00886,33,9,28,7990,370,casa,app,0.136,0.651,5,1,2
C00887,29,21,28,4690,378,casa,loja,0.019,0.899,12,2,0
C00888,62,25,26,6310,291,eletronicos,site,0.031,0.61,18,1,0
C00889,57,13,6,11260,405,eletronicos,site,0.115,0.77,31,0,1
C00890,1,3,25,400,40,casa,site,0.267,0.24,1,0,1
C00891,49,3,144,710,88,eletronicos,app,0.509,0.118,2,2,6
C00892,70,21,9,10490,226,moda,app,0.103,0.671,15,2,0
C00893,39,17,7,11510,291,eletronicos,site,0.0,0.151,22,0,0
C00894,44,2,200,1240,244,moda,loja,0.644,0.007,2,5,4
C00895,4,3,98,300,171,mercado,site,0.201,0.185,5,1,2
C00896,24,19,22,2350,99,casa,app,0.615,0.513,22,1,3
C00897,64,11,23,9200,424,eletronicos,site,0.09,0.787,20,2,1
C00898,25,19,22,1500,523,eletronicos,site,0.0,0.396,17,0,1
C00899,5,9,13,2710,95,moda,site,0.974,0.587,11,1,0
C00900,24,18,35,8370,393,casa,site,0.058,0.707,15,2,0
C00901,44,1,101,770,52,eletronicos,app,0.9,0.075,4,4,6
C00902,28,4,173,1160,253,eletronicos,loja,0.484,0.059,3,6,3
C00903,3,4,19,200,100,mercado,loja,0.052,0.058,1,0,0
C00904,31,2,199,1300,116,casa,site,0.618,0.036,2,1,4
C00905,19,2,105,800,123,moda,loja,0.536,0.08,5,8,3
C00906,25,19,38,2030,67,casa,site,0.619,0.53,4,3,4
C00907,22,16,21,3110,85,moda,site,0.987,0.223,7,2,0
C00908,49,18,1,6150,271,beleza,app,0.0,0.539,9,2,1
C00909,26,11,42,1030,32,mercado,loja,0.559,0.237,20,5,0
C00910,60,16,15,8170,386,casa,app,0.008,0.637,18,1,0
C00911,39,2,160,740,150,mercado,app,0.463,0.049,2,1,4
C00912,52,14,11,10440,332,mercado,site,0.062,0.363,9,0,0
C00913,51,18,27,10590,613,eletronicos,site,0.12,0.647,10,2,0
C00914,27,18,41,1860,118,moda,app,0.964,0.545,18,2,3
C00915,56,9,3,6210,396,casa,app,0.057,0.666,4,0,0
C00916,43,22,23,10280,269,eletronicos,site,0.113,0.667,19,1,2
C00917,27,19,28,2610,68,beleza,app,0.701,0.671,3,1,1
C00918,19,16,25,1870,90,moda,app,0.99,0.491,11,2,2
C00919,22,2,188,730,174,beleza,loja,0.646,0.059,4,6,3
C00920,56,4,171,880,113,casa,loja,0.714,0.009,1,9,4
C00921,5,3,98,490,168,casa,site,0.021,0.101,6,0,1
C00922,55,2,265,940,191,mercado,app,0.462,0.08,1,7,7
C00923,5,19,30,1470,103,beleza,app,0.831,0.363,9,3,1
C00924,17,0,180,530,147,beleza,site,0.53,0.042,4,9,4
C00925,52,20,26,8870,572,moda,site,0.09,0.684,9,2,0
C00926,32,1,135,240,155,mercado,loja,0.668,0.094,3,5,9
C00927,2,1,76,210,127,mercado,site,0.31,0.157,3,2,1
C00928,23,2,265,580,91,eletronicos,site,0.46,0.081,0,5,5
C00929,49,29,14,1500,283,casa,loja,0.0,0.494,22,1,2
C00930,53,21,40,3550,218,casa,site,0.132,0.563,13,2,0
C00931,59,29,13,2640,287,eletronicos,site,0.011,0.444,20,2,0
C00932,34,2,93,1330,132,eletronicos,site,0.532,0.054,2,6,3
C00933,6,19,10,3330,30,moda,app,0.412,0.259,20,3,4
C00934,37,2,168,220,139,casa,site,0.346,0.102,0,4,4
C00935,25,4,21,1310,97,mercado,loja,0.592,0.508,11,6,6
C00936,42,27,1,5970,283,moda,app,0.051,0.574,19,0,1
C00937,34,20,28,5930,200,mercado,site,0.064,0.582,20,3,0
C00938,46,13,46,2970,64,beleza,app,0.787,0.566,4,2,4
C00939,1,6,90,200,137,moda,site,0.186,0.153,5,0,0
C00940,47,1,237,660,135,eletronicos,loja,0.611,0.033,1,6,4
C00941,29,16,30,2010,98,moda,app,0.608,0.21,14,2,2
C00942,20,15,27,2490,86,moda,app,0.598,0.192,17,5,1
C00943,4,4,46,530,202,moda,app,0.036,0.2,2,0,1
C00944,44,3,171,280,192,moda,site,0.625,0.013,0,6,2
C00945,10,11,56,2280,181,moda,app,0.418,0.285,11,3,4
C00946,39,17,6,4030,359,mercado,site,0.013,0.44,12,1,0
C00947,32,19,17,1630,75,beleza,site,0.841,0.151,9,2,4
C00948,63,5,220,460,40,eletronicos,loja,0.413,0.027,3,6,3
C00949,31,19,30,5300,391,moda,site,0.085,0.414,14,2,0
C00950,40,1,87,1380,118,beleza,site,0.541,0.044,3,6,6
C00951,29,4,176,1420,210,beleza,app,0.357,0.066,2,5,1
C00952,3,1,73,970,40,mercado,app,0.165,0.045,6,1,1
C00953,9,20,15,1360,89,moda,loja,0.862,0.538,13,2,0
C00954,5,3,76,380,160,moda,site,0.216,0.097,2,0,1
C00955,19,3,138,510,96,eletronicos,loja,0.603,0.125,3,4,2
C00956,14,1,186,460,186,moda,loja,0.697,0.0,1,6,4
C00957,40,0,217,610,117,mercado,app,0.454,0.135,1,6,6
C00958,8,1,91,660,149,mercado,loja,0.304,0.163,3,1,1
C00959,26,15,27,1910,77,mercado,site,0.461,0.534,12,3,2
C00960,32,14,21,9860,354,casa,site,0.09,0.639,22,2,1
C00961,23,16,12,1350,105,moda,site,0.795,0.437,12,4,3
C00962,3,4,54,60,143,beleza,site,0.344,0.23,2,1,0
C00963,56,2,194,250,87,moda,loja,0.452,0.033,4,7,5
C00964,76,26,5,10840,499,casa,app,0.064,0.74,21,0,0
C00965,4,1,6,60,131,casa,app,0.114,0.174,2,1,1
C00966,4,2,51,770,170,mercado,app,0.213,0.0,1,1,0
C00967,41,0,148,890,129,casa,site,0.575,0.053,2,5,3
C00968,5,3,83,680,202,moda,site,0.273,0.161,3,0,0
C00969,2,6,36,350,219,casa,site,0.351,0.288,3,0,0
C00970,5,2,85,640,70,beleza,site,0.416,0.1,5,0,1
C00971,23,2,287,170,72,moda,loja,0.467,0.028,2,4,6
C00972,23,19,27,3960,341,eletronicos,site,0.0,0.772,12,0,0
C00973,22,1,242,80,210,mercado,loja,0.658,0.074,1,8,5
C00974,46,2,169,930,160,mercado,loja,0.837,0.074,1,9,3
C00975,19,22,24,840,103,mercado,app,0.621,0.384,9,0,2
C00976,49,17,37,9220,280,casa,loja,0.111,0.427,9,3,1
C00977,81,13,22,4410,385,casa,site,0.114,0.355,21,2,2
C00978,33,4,191,440,262,casa,site,0.1,0.031,3,5,6
C00979,6,2,5,340,286,eletronicos,app,0.067,0.129,5,0,1
C00980,56,9,1,8320,348,moda,site,0.072,0.553,16,1,1
C00981,15,12,11,1240,59,beleza,site,0.727,0.263,3,2,6
C00982,26,17,45,2140,142,mercado,app,0.819,0.259,14,1,7
C00983,7,4,33,150,117,mercado,site,0.415,0.227,0,2,2
C00984,3,19,29,2100,96,beleza,app,0.719,0.356,7,4,8
C00985,14,13,30,2550,102,mercado,app,0.355,0.282,18,0,2
C00986,37,1,155,880,103,casa,app,0.554,0.089,1,6,6
C00987,4,4,32,270,194,beleza,loja,0.222,0.283,5,0,0
C00988,15,15,17,1830,37,mercado,site,0.727,0.287,11,3,5
C00989,43,32,14,4260,344,eletronicos,site,0.0,0.302,11,1,1
C00990,42,23,34,10120,242,mercado,site,0.12,0.829,16,2,1
C00991,32,18,6,4110,205,casa,app,0.095,0.619,24,2,0
C00992,26,23,3,1050,82,mercado,app,0.514,0.668,18,3,3
C00993,31,3,194,1130,111,moda,app,0.272,0.181,3,1,5
C00994,29,16,23,6740,489,casa,app,0.013,0.526,14,0,1
C00995,35,4,179,560,111,casa,site,0.205,0.082,0,4,3
C00996,31,19,36,1950,78,casa,app,0.683,0.126,14,4,0
C00997,38,2,192,130,134,moda,loja,0.456,0.097,4,6,3
C00998,50,28,24,5180,375,casa,site,0.12,0.348,5,3,1
C00999,46,20,4,8370,326,casa,site,0.082,0.477,21,1,1
C01000,29,27,18,10520,243,beleza,site,0.045,0.542,18,1,0
C01001,44,23,7,9520,591,casa,app,0.093,0.555,2,3,1
C01002,8,17,28,3120,40,moda,app,0.829,0.281,6,2,3
C01003,18,9,52,1060,80,mercado,app,0.892,0.222,13,1,2
C01004,32,21,25,7450,301,casa,site,0.251,0.378,14,0,1
C01005,41,17,25,6400,216,beleza,site,0.126,0.414,9,2,1
C01006,5,2,75,490,217,beleza,app,0.383,0.221,4,0,1
C01007,28,2,241,420,217,mercado,app,0.598,0.055,3,2,7
C01008,2,5,100,220,119,casa,loja,0.35,0.237,3,1,0
C01009,13,10,13,1310,61,beleza,app,0.653,0.355,16,3,0
C01010,23,16,34,2030,132,mercado,app,0.68,0.355,15,1,3
C01011,17,14,17,4610,493,casa,app,0.038,0.709,7,0,2
C01012,18,2,248,1060,106,moda,loja,0.438,0.025,0,6,5
C01013,20,1,168,470,235,beleza,loja,0.566,0.0,1,7,5
C01014,49,20,21,7850,376,eletronicos,app,0.096,0.797,18,1,1
C01015,14,13,19,2380,90,moda,app,0.74,0.498,19,4,3
C01016,41,20,15,7230,339,casa,site,0.032,0.495,20,1,0
C01017,3,3,50,230,40,beleza,site,0.387,0.062,4,1,1
C01018,32,10,13,950,36,moda,app,0.58,0.406,9,2,4
C01019,44,11,21,5480,207,moda,site,0.083,0.696,19,1,0
C01020,2,3,41,310,207,eletronicos,app,0.034,0.032,3,0,0
C01021,20,15,48,2090,75,beleza,loja,0.95,0.59,13,4,5
C01022,3,4,59,60,133,eletronicos,loja,0.348,0.179,3,0,1
C01023,7,5,92,790,40,beleza,site,0.19,0.126,4,0,0
C01024,4,3,92,450,289,eletronicos,site,0.044,0.175,2,0,1
C01025,24,18,41,650,80,casa,app,0.706,0.415,4,3,3
C01026,45,2,110,1000,40,mercado,site,0.822,0.0,4,5,5
C01027,49,2,70,590,104,beleza,site,0.9,0.218,2,4,6
C01028,13,23,29,1910,102,moda,site,0.99,0.38,10,2,4
C01029,7,4,72,640,40,eletronicos,app,0.368,0.153,4,0,0
C01030,21,17,33,2650,97,beleza,app,0.606,0.571,4,3,3
C01031,30,1,119,1050,195,eletronicos,site,0.425,0.013,1,4,6
C01032,37,31,2,8550,120,casa,site,0.035,0.851,13,2,1
C01033,15,17,32,2780,115,moda,app,0.585,0.394,13,1,2
C01034,3,6,85,560,227,moda,loja,0.213,0.088,0,1,1
C01035,28,2,75,520,224,eletronicos,loja,0.752,0.062,0,6,4
C01036,23,11,42,2040,136,moda,app,0.821,0.306,8,1,4
C01037,37,16,34,2400,91,moda,loja,0.81,0.609,5,3,1
C01038,49,20,15,4790,120,eletronicos,app,0.092,0.555,17,1,1
C01039,34,13,34,2010,90,moda,app,0.929,0.325,11,2,0
C01040,50,11,19,8680,283,beleza,app,0.0,0.519,6,0,0
C01041,3,2,48,60,157,beleza,site,0.272,0.109,5,1,0
C01042,7,1,34,710,120,mercado,site,0.104,0.133,5,1,0
C01043,40,14,24,10690,467,casa,site,0.075,0.625,16,0,1
C01044,2,4,78,160,161,casa,app,0.32,0.103,3,0,0
C01045,50,22,28,6190,213,moda,app,0.025,0.562,11,0,1
C01046,12,13,1,2950,201,casa,site,0.129,0.464,12,1,1
C01047,57,3,157,1930,82,eletronicos,site,0.9,0.096,1,3,3
C01048,21,19,17,2140,77,beleza,app,0.754,0.372,7,2,3
C01049,49,19,39,7810,270,casa,site,0.0,0.735,9,3,1
C01050,47,19,19,1970,120,mercado,app,0.106,0.531,5,1,1
C01051,4,3,49,60,198,eletronicos,loja,0.152,0.107,1,1,0
C01052,31,23,15,7500,301,casa,app,0.12,0.621,4,1,1
C01053,36,0,122,680,150,beleza,loja,0.595,0.1,2,6,2
C01054,35,12,34,2510,40,mercado,app,0.665,0.149,9,5,2
C01055,6,2,33,240,213,beleza,site,0.142,0.009,4,0,0
C01056,36,21,28,4480,374,moda,site,0.109,0.568,23,2,1
C01057,37,11,41,2400,89,mercado,app,0.973,0.306,16,2,4
C01058,31,21,32,6440,400,moda,app,0.107,0.448,26,2,0
C01059,38,18,4,6180,296,casa,app,0.113,0.668,15,1,1
C01060,4,1,22,500,214,eletronicos,site,0.478,0.142,3,1,1
C01061,4,4,67,840,104,moda,site,0.003,0.027,4,0,1
C01062,26,1,211,1260,92,casa,app,0.255,0.131,0,4,4
C01063,14,12,2,1400,86,eletronicos,loja,0.775,0.364,14,4,3
C01064,24,13,26,2160,56,beleza,loja,0.85,0.316,7,3,2
C01065,48,2,139,290,227,eletronicos,app,0.294,0.065,1,6,7
C01066,36,21,11,6360,609,mercado,site,0.086,0.61,16,1,1
C01067,32,14,26,2210,134,beleza,site,0.879,0.275,6,2,3
C01068,7,3,101,220,145,eletronicos,site,0.199,0.08,3,0,0
C01069,5,4,89,110,347,mercado,site,0.312,0.126,5,1,0
C01070,27,14,23,830,78,moda,app,0.623,0.245,12,2,2
C01071,35,27,18,1280,86,mercado,app,0.723,0.281,10,1,0
C01072,47,2,186,870,196,beleza,site,0.1,0.089,3,5,8
C01073,32,0,146,410,150,mercado,app,0.54,0.0,1,7,7
C01074,6,3,24,610,376,moda,loja,0.161,0.201,3,0,0
C01075,40,16,45,1520,59,casa,site,0.536,0.239,5,3,5
C01076,30,3,177,610,215,moda,site,0.356,0.169,2,3,8
C01077,25,22,18,1110,98,beleza,site,0.432,0.295,15,8,3
C01078,32,7,43,3060,30,moda,app,0.99,0.387,12,2,2
C01079,3,16,17,2240,42,beleza,app,0.99,0.628,4,0,2
C01080,22,18,36,420,101,beleza,app,0.536,0.555,7,3,5
C01081,39,2,93,1060,154,mercado,app,0.523,0.144,3,8,5
C01082,27,16,20,2280,106,mercado,site,0.845,0.327,13,0,4
C01083,5,1,67,380,235,beleza,site,0.034,0.0,2,0,0
C01084,31,0,238,950,79,eletronicos,app,0.344,0.043,2,4,5
C01085,24,17,12,2390,30,beleza,loja,0.99,0.308,20,4,4
C01086,26,20,22,2960,254,eletronicos,site,0.045,0.414,11,1,0
C01087,40,1,146,230,234,mercado,site,0.555,0.035,3,6,0
C01088,41,12,17,2180,100,beleza,loja,0.99,0.293,11,2,4
C01089,3,3,38,170,75,moda,site,0.066,0.095,4,2,1
C01090,5,1,74,660,116,eletronicos,app,0.504,0.298,3,1,0
C01091,1,3,74,380,50,beleza,site,0.404,0.03,1,1,0
C01092,36,2,150,870,165,eletronicos,loja,0.536,0.0,2,4,5
C01093,34,18,16,3620,347,casa,app,0.074,0.737,10,0,0
C01094,29,29,35,1920,69,moda,app,0.373,0.571,8,5,3
C01095,3,5,89,300,251,eletronicos,site,0.196,0.222,2,0,0
C01096,4,2,42,540,175,moda,site,0.419,0.039,0,0,0
C01097,19,12,14,2350,90,moda,app,0.651,0.477,3,0,2
C01098,5,4,71,210,211,eletronicos,app,0.252,0.204,5,0,2
C01099,28,3,70,740,40,moda,loja,0.201,0.084,3,2,5
C01100,44,2,237,1290,115,mercado,site,0.481,0.006,3,4,2
C01101,18,22,45,2800,137,moda,app,0.698,0.511,11,1,4
C01102,43,18,37,1850,47,beleza,app,0.711,0.186,10,1,2
C01103,4,1,5,400,153,mercado,site,0.367,0.146,1,1,1
C01104,3,1,34,720,157,moda,app,0.278,0.283,7,1,0
C01105,27,26,34,1590,30,mercado,app,0.703,0.199,9,3,0
C01106,52,21,21,7680,258,eletronicos,site,0.053,0.732,10,0,0
C01107,3,3,72,460,145,beleza,site,0.0,0.083,2,1,0
C01108,27,11,15,2150,66,moda,app,0.748,0.482,16,1,1
C01109,23,15,29,1150,75,eletronicos,site,0.785,0.354,11,4,0
C01110,34,1,187,200,144,mercado,loja,0.585,0.099,2,6,3
C01111,51,3,148,880,191,moda,site,0.464,0.065,3,5,5
C01112,4,6,46,520,186,mercado,app,0.351,0.243,1,0,1
C01113,7,3,16,660,151,moda,site,0.149,0.06,2,1,0
C01114,51,19,14,9660,198,eletronicos,app,0.053,0.8,16,1,2
C01115,25,17,21,1500,200,mercado,site,0.0,0.743,15,2,1
C01116,52,1,200,1550,238,moda,site,0.706,0.08,3,7,5
C01117,56,18,33,7880,409,mercado,loja,0.045,0.504,17,0,2
C01118,40,4,190,1000,128,moda,loja,0.625,0.02,1,8,3
C01119,26,13,1,3970,350,eletronicos,app,0.158,0.305,17,1,0
C01120,13,11,37,1110,73,beleza,site,0.781,0.548,13,0,6
C01121,42,20,27,9790,368,eletronicos,site,0.042,0.688,17,0,0
C01122,26,22,16,1450,69,moda,app,0.49,0.331,10,0,3
C01123,34,13,17,1230,103,mercado,app,0.819,0.426,6,2,2
C01124,22,12,51,1770,60,beleza,site,0.861,0.129,9,5,3
C01125,33,2,110,1020,200,mercado,loja,0.426,0.063,2,7,8
C01126,16,21,14,2720,126,moda,site,0.646,0.211,4,4,3
C01127,35,20,23,3310,49,mercado,app,0.74,0.509,11,3,5
C01128,56,15,18,6830,337,eletronicos,site,0.097,0.426,18,1,3
C01129,53,22,21,5230,521,moda,site,0.09,0.627,14,0,0
C01130,34,4,179,90,238,casa,site,0.622,0.0,2,4,5
C01131,45,22,36,2470,59,beleza,site,0.57,0.168,14,4,8
C01132,23,21,31,1070,30,eletronicos,app,0.745,0.274,9,5,1
C01133,29,14,3,8390,535,eletronicos,site,0.034,0.483,2,1,1
C01134,6,5,78,340,114,mercado,loja,0.178,0.059,4,1,1
C01135,54,26,4,3020,403,mercado,site,0.078,0.651,9,2,1
C01136,2,2,50,790,95,beleza,loja,0.097,0.155,4,0,1
C01137,29,2,197,930,57,mercado,loja,0.515,0.148,2,5,2
C01138,6,2,111,60,160,mercado,site,0.265,0.075,6,0,1
C01139,50,14,23,9190,383,eletronicos,app,0.131,0.273,16,2,1
C01140,2,1,69,430,56,moda,site,0.079,0.278,3,1,1
C01141,48,21,6,7670,461,eletronicos,app,0.127,0.593,12,0,0
C01142,39,1,173,620,254,beleza,app,0.473,0.054,0,4,3
C01143,16,11,22,1690,71,moda,app,0.645,0.442,9,1,3
C01144,4,5,60,230,141,beleza,site,0.335,0.104,5,2,0
C01145,46,7,12,6540,342,eletronicos,app,0.068,0.835,12,1,0
C01146,40,2,119,550,218,eletronicos,loja,0.607,0.046,3,6,5
C01147,66,21,8,1590,415,beleza,site,0.04,0.44,23,0,1
C01148,36,15,29,4400,485,casa,app,0.042,0.756,14,1,1
C01149,2,4,58,600,84,casa,site,0.273,0.25,0,0,2
C01150,16,17,35,3250,94,mercado,app,0.676,0.3,6,0,3
C01151,5,2,29,780,290,mercado,app,0.312,0.171,6,1,0
C01152,42,3,131,1480,212,eletronicos,site,0.551,0.008,1,2,8
C01153,10,11,10,2370,161,moda,app,0.67,0.357,11,3,3
C01154,49,0,258,1030,96,moda,app,0.223,0.136,2,7,1
C01155,34,1,180,810,156,eletronicos,app,0.598,0.103,3,5,3
C01156,57,2,235,820,40,beleza,app,0.769,0.0,1,4,5
C01157,45,23,41,7400,366,eletronicos,app,0.147,0.787,13,2,0
C01158,55,23,39,7040,339,casa,site,0.115,0.604,17,1,0
C01159,9,2,34,960,78,mercado,site,0.177,0.204,5,0,1
C01160,13,14,25,1900,121,moda,site,0.675,0.251,15,1,3
C01161,57,2,160,750,40,casa,site,0.433,0.022,2,9,6
C01162,45,21,11,2220,394,casa,site,0.033,0.568,20,1,1
C01163,3,4,75,180,340,eletronicos,app,0.0,0.186,2,0,0
C01164,31,6,2,1420,114,eletronicos,site,0.487,0.352,8,5,1
C01165,8,5,53,60,40,eletronicos,loja,0.213,0.048,2,2,2
C01166,45,16,20,5450,247,casa,loja,0.12,0.717,5,1,1
C01167,62,23,16,7230,317,eletronicos,site,0.08,0.41,16,0,1
C01168,42,21,18,11270,429,casa,app,0.064,0.585,14,2,0
C01169,3,9,13,1870,54,mercado,app,0.534,0.489,11,2,3
C01170,3,11,41,2100,86,mercado,app,0.524,0.186,15,4,3
C01171,59,26,33,5810,416,eletronicos,site,0.094,0.269,4,1,1
C01172,5,2,17,720,125,moda,app,0.234,0.093,3,0,1
C01173,43,20,30,9510,466,eletronicos,site,0.0,0.877,18,0,1
C01174,3,17,33,1220,106,eletronicos,app,0.575,0.315,6,1,2
C01175,36,1,183,980,99,beleza,app,0.417,0.078,3,6,5
C01176,5,2,34,650,164,eletronicos,loja,0.094,0.134,5,0,1
C01177,14,8,14,2530,30,moda,app,0.967,0.439,12,2,5
C01178,38,4,126,540,124,moda,site,0.574,0.059,2,3,6
C01179,14,19,43,1930,116,mercado,app,0.856,0.435,10,5,2
C01180,6,6,88,980,212,eletronicos,loja,0.126,0.06,4,1,0
C01181,69,22,5,8220,479,beleza,app,0.0,0.685,14,0,1
C01182,5,1,49,340,62,eletronicos,loja,0.317,0.12,3,0,0
C01183,5,2,30,480,126,beleza,loja,0.128,0.074,0,1,0
C01184,6,12,28,2480,83,moda,app,0.642,0.336,9,4,4
C01185,36,0,178,890,101,eletronicos,app,0.48,0.044,2,5,1
C01186,37,20,35,630,99,beleza,site,0.81,0.5,17,7,4
C01187,2,3,80,390,286,moda,loja,0.302,0.169,2,2,0
C01188,1,5,107,330,159,beleza,app,0.289,0.164,2,1,1
C01189,70,12,21,8900,208,casa,site,0.15,0.342,14,1,0
C01190,36,26,32,8270,280,eletronicos,app,0.126,0.613,17,0,0
C01191,16,15,41,760,109,mercado,site,0.664,0.253,9,4,4
